AnimationSource_Romanov_Pavel
1,0.5,1.5,0.00326,0.0,0,173,254
2,0.5,1.5,0.01274,0.0,0,174,254
3,0.5,1.5,0.028,0.0,0,175,253
4,0.5,1.5,0.04859,0.0,0,177,251
5,0.5,1.5,0.07407,0.0,0,179,250
6,0.5,1.5,0.104,0.0,0,181,248
7,0.5,1.5,0.13793,0.0,0,184,246
8,0.5,1.5,0.17541,0.0,0,187,243
9,0.5,1.5,0.216,0.0,0,190,241
10,0.5,1.5,0.25926,0.0,0,194,238
11,0.5,1.5,0.30474,0.0,0,198,235
12,0.5,1.5,0.352,0.0,0,202,232
13,0.5,1.5,0.40059,0.0,0,206,229
14,0.5,1.5,0.45007,0.0,0,210,226
15,0.5,1.5,0.5,0.0,0,214,223
16,0.5,1.5,0.54993,0.0,0,218,220
17,0.5,1.5,0.59941,0.0,0,222,217
18,0.5,1.5,0.648,0.0,0,226,214
19,0.5,1.5,0.69526,0.0,0,230,211
20,0.5,1.5,0.74074,0.0,0,233,208
21,0.5,1.5,0.784,0.0,0,237,205
22,0.5,1.5,0.82459,0.0,0,240,203
23,0.5,1.5,0.86207,0.0,0,243,200
24,0.5,1.5,0.896,0.0,0,246,198
25,0.5,1.5,0.92593,0.0,0,248,196
26,0.5,1.5,0.95141,0.0,0,251,195
27,0.5,1.5,0.972,0.0,0,252,193
28,0.5,1.5,0.98726,0.0,0,253,192
29,0.5,1.5,0.99674,0.0,0,254,192
30,0.5,1.5,1.0,0.0,0,255,192
31,0.5,1.5,1.0,0.0,0,0,255
32,0.5,1.5,1.0,0.0,0,0,255
33,0.5,1.5,1.0,0.0,0,0,255
34,0.5,1.5,1.0,0.0,0,0,255
35,0.5,1.5,1.0,0.0,0,0,255
36,0.5,1.5,1.0,0.0,0,0,255
37,0.5,1.5,1.0,0.0,0,0,255
38,0.5,1.5,1.0,0.0,0,0,255
39,0.5,1.5,1.0,0.0,0,0,255
40,0.5,1.5,1.0,0.0,0,0,255
41,0.5,1.5,1.0,0.0,0,0,255
42,0.5,1.5,1.0,0.0,0,0,255
43,0.5,1.5,1.0,0.0,0,0,255
44,0.5,1.5,1.0,0.0,0,0,255
45,0.5,1.5,1.0,0.0,0,0,255
